ds,yhat,trend,weekly,diwali
2025-10-20,771.7049312491972,740.300733756298,32.87665402031939,-1.4724565274201364
2025-10-21,777.1652058080117,740.2913793940122,32.00578964334507,4.868036770654462
2025-10-22,768.9420035751573,740.2820250317264,27.257843231160553,1.4021353122703253
2025-10-23,760.361990871178,740.2726706694407,21.713429529967243,-1.624109328229899
2025-10-24,772.629971315612,740.263316307155,27.75579156762171,4.610863440835283
2025-10-25,674.0524381468788,740.2539619448693,-72.01953099718682,5.8180071991963835
2025-10-26,669.707313475517,740.2446075825836,-69.58997699550667,-0.9473171115599675
2025-10-27,763.7978469504653,740.2352532202979,32.87665402039373,-9.31406029022623
2025-10-28,759.718882314008,740.2258988580121,32.005789643434596,-12.512806187438674
2025-10-29,765.9223134301993,740.2165444957265,27.25784323116288,-1.5520742966900265
2025-10-30,770.3533643477718,740.2071901334407,21.713429530034073,8.432744684297141
2025-10-31,770.1684454287221,740.197835771155,27.755791567628876,2.2148180899381513
2025-11-01,667.6021417202525,740.1884814088693,-72.01953099721587,-0.5668086914009148
2025-11-02,674.6976267946288,740.1791270465835,-69.58997699576801,4.108476743813385
2025-11-03,772.989570495403,740.1697726842978,32.8766540203861,-0.05685620928089677
2025-11-04,771.8840371326754,740.1604183220121,32.00578964340117,-0.2821708327378391
2025-11-05,774.6162513086766,740.1510639597263,27.257843231153444,7.207344117796785
2025-11-06,764.8575208512367,740.1417095974407,21.713429530024612,3.0023817237714394
2025-11-07,765.7321899729187,740.1323552351549,27.755791567561413,-2.1559568297975886
2025-11-08,669.433990463276,740.1230008728692,-72.01953099696419,1.3305205873710402
2025-11-09,668.4488716510614,740.1136465105835,-69.58997699573754,-2.0747978637846174
2025-11-10,770.7031526397539,740.1042921482978,32.8766540205424,-2.2777935290863263
2025-11-11,779.765247026035,740.0949377860121,32.005789643416506,7.664519596606358
2025-11-12,771.3235623085753,740.0855834237263,27.257843231182722,3.980135653666296
2025-11-13,756.8226342224865,740.0762290614406,21.71342952994314,-4.967024368897284
2025-11-14,768.6839135559503,740.0668746991548,27.755791567568583,0.8612472892268567
2025-11-15,669.658364138827,740.0575203368692,-72.01953099699323,1.6203747989510369
2025-11-16,663.6399337528758,740.0481659745834,-69.58997699570709,-6.81825522600061
2025-11-17,767.3487128960662,740.0388116122978,32.876654020534765,-5.566752736766307
2025-11-18,768.9752002653507,740.029457250012,32.00578964338308,-3.060046628044322
2025-11-19,763.684920182862,740.0201028877262,27.257843231173283,-3.593025936037481
2025-11-20,764.4289339696458,740.0107485254406,21.713429529971826,2.7047559142333197
2025-11-21,771.8727357607614,740.0013941631548,27.755791567426503,4.115550030180054
2025-11-22,666.3418150134712,739.9920398008692,-72.01953099702229,-1.630693790375644
2025-11-23,671.9065095584805,739.9826854385833,-69.5899769955777,1.5138011154748716
2025-11-24,779.4663472474639,739.9733310762977,32.876654020302475,6.6163621508637265
2025-11-25,774.4618564227285,739.9639767140119,32.005789643398415,2.4920900653181692
2025-11-26,761.5058086497797,739.9546223517262,27.25784323116973,-5.706656933116259
2025-11-27,749.0958098663865,739.9452679894405,21.713429530000514,-12.562887653054437
2025-11-28,759.8575572012851,739.9359136271548,27.75579156743367,-7.834147993303445
