ds,yhat,trend,weekly,diwali
2025-10-20,924.17988830884,902.473538964767,25.320897887648965,-3.614548543576101
2025-10-21,939.4263943169202,902.4848376051133,26.64468809370601,10.296868618100923
2025-10-22,932.7131946622965,902.4961362454595,26.811908613794973,3.4051498030419816
2025-10-23,930.8270110428348,902.5074348858057,33.77168916096709,-5.452113003937953
2025-10-24,933.5500081746253,902.5187335261519,29.129704841956798,1.9015698065166289
2025-10-25,839.3619120487767,902.5300321664981,-69.5408445241986,6.372724406477249
2025-10-26,833.3560565591858,902.5413308068444,-72.13804407409206,2.9527698264335793
2025-10-27,932.4161012107401,902.5526294471905,25.32089788771408,4.5425738758354575
2025-10-28,933.6775556194241,902.5639280875367,26.64468809378108,4.468939438106239
2025-10-29,928.1050354380188,902.575226727883,26.81190861379141,-1.2820999036555565
2025-10-30,934.0879654486899,902.5865253682292,33.77168916103513,-2.2702490805744486
2025-10-31,931.4609200972228,902.5978240085755,29.129704841951984,-0.2666087533046825
2025-11-01,832.8843351137384,902.6091226489216,-69.54084452423322,-0.1839430109499756
2025-11-02,831.9657074700785,902.6204212892679,-72.13804407433615,1.483330255146712
2025-11-03,930.3139447542129,902.6317199296142,25.320897887721095,2.3613269368776733
2025-11-04,930.4020096485847,902.6430185699604,26.64468809375631,1.11430298486798
2025-11-05,932.2772810465722,902.6543172103067,26.81190861379886,2.811055222466628
2025-11-06,940.999552882091,902.6656158506528,33.77168916102495,4.5622478704133185
2025-11-07,933.8693952620891,902.676914490999,29.129704841882212,2.0627759292079344
2025-11-08,832.9226029542159,902.6882131313453,-69.54084452397953,-0.2247656531497703
2025-11-09,831.1961314456271,902.6995117716915,-72.138044074303,0.6346637482385367
2025-11-10,929.5017408695668,902.7108104120376,25.320897887844293,1.470032569684844
2025-11-11,927.528213089815,902.7221090523839,26.644688093760728,-1.8385840563295974
2025-11-12,922.1501310993209,902.7334076927301,26.811908613777693,-7.395185207186932
2025-11-13,929.357446189843,902.7447063330764,33.77168916094357,-7.15894930417686
2025-11-14,929.6868955373255,902.7560049734226,29.129704841877395,-2.198814277974491
2025-11-15,833.1067143443244,902.7673036137687,-69.54084452401413,-0.11974474543026471
2025-11-16,831.3978502554534,902.778602254115,-72.13804407426984,0.7572920756082598
2025-11-17,926.3135041912165,902.7899008944612,25.320897887851316,-1.797294591096062
2025-11-18,918.0303404679184,902.8011995348074,26.644688093735954,-11.415547160624968
2025-11-19,919.3028457747291,902.8124981751537,26.81190861378514,-10.321561014209713
2025-11-20,942.6237617695979,902.8237968154999,33.77168916097251,6.028275793125507
2025-11-21,940.7049058385121,902.8350954558462,29.129704841742676,8.740105540923302
2025-11-22,829.800932941373,902.8463940961924,-69.54084452404872,-3.504616630770651
2025-11-23,828.223967842298,902.8576927365386,-72.1380440741612,-2.495680820079432
2025-11-24,934.1842114913227,902.8689913768848,25.32089788763067,5.9943222268072125
2025-11-25,933.8924178330641,902.880290017231,26.64468809374037,4.367439722092726
2025-11-26,932.9016695900797,902.8915886575772,26.81190861378708,3.198172318715342
2025-11-27,942.1837181024993,902.9028872979235,33.77168916100144,5.509141643574382
2025-11-28,933.2842664540909,902.9141859382697,29.129704841737862,1.2403756740833667
