ds,yhat,trend,weekly,diwali
2025-10-20,1397.1338515213245,1358.8558283756574,33.00400635396238,5.274016791704727
2025-10-21,1381.1414226551055,1358.878022880456,26.118733001908247,-3.8553332272586367
2025-10-22,1378.2787383733146,1358.9002173852546,23.186504876064593,-3.8079838880044727
2025-10-23,1388.4865547293073,1358.922411890053,26.78480497545851,2.7793378637958583
2025-10-24,1392.686315032842,1358.9446063948512,34.83494601335978,-1.0932373753690598
2025-10-25,1280.6923185606092,1358.9668008996498,-73.18223460844986,-5.092247730590713
2025-10-26,1293.349778682726,1358.9889954044481,-70.74676061258997,5.107543890867977
2025-10-27,1400.4104798836127,1359.0111899092467,33.004006354035475,8.395283620330517
2025-10-28,1381.1969478387527,1359.033384414045,26.118733002014245,-3.95516957730646
2025-10-29,1376.9946648421765,1359.0555789188434,23.186504876074466,-5.247418952741301
2025-10-30,1393.4510549604224,1359.077773423642,26.78480497553173,7.588476561248788
2025-10-31,1405.485317929976,1359.0999679284403,34.834946013363925,11.550403988171748
2025-11-01,1290.8182088443746,1359.1221624332388,-73.18223460848218,4.87828101961801
2025-11-02,1287.500126661932,1359.1443569380372,-70.74676061286276,-0.8974696632423782
2025-11-03,1389.8850439532223,1359.1665514428357,33.004006354022984,-2.285513843636382
2025-11-04,1383.7033241046213,1359.188745947634,26.118733001976395,-1.60415484498916
2025-11-05,1377.9525367572885,1359.2109404524324,23.18650487606972,-4.4449085712137
2025-11-06,1379.094751745397,1359.233134957231,26.78480497552821,-6.923188187362347
2025-11-07,1392.5102991950723,1359.2553294620295,34.834946013291614,-1.5799762802489024
2025-11-08,1286.52880193659,1359.2775239668279,-73.18223460821194,0.43351257797408926
2025-11-09,1284.5987789125782,1359.2997184716262,-70.74676061283078,-3.9541789462173256
2025-11-10,1395.9663065482719,1359.3219129764248,33.00400635418165,3.6403872176654386
2025-11-11,1400.0552909886744,1359.344107481223,26.118733001990083,14.592450505461127
2025-11-12,1386.430163960873,1359.3663019860217,23.186504876074643,3.8773570987767108
2025-11-13,1373.107203116888,1359.38849649082,26.78480497541922,-13.066098349351098
2025-11-14,1382.8632678275446,1359.4106909956183,34.83494601329576,-11.382369181369498
2025-11-15,1283.0903238801948,1359.432885500417,-73.18223460824424,-3.1603270119777953
2025-11-16,1285.85116759904,1359.4550800052152,-70.74676061279882,-2.85715179337635
2025-11-17,1390.6307189152308,1359.4772745100138,33.00400635416915,-1.850561948952073
2025-11-18,1390.7726651392718,1359.4994690148121,26.118733001952222,5.154463122507534
2025-11-19,1390.516062190035,1359.5216635196105,23.186504876069893,7.807893794354722
2025-11-20,1386.2545546641563,1359.543858024409,26.78480497545407,-0.07410833570672098
2025-11-21,1388.86063556077,1359.5660525292074,34.834946013147,-5.5403629815841615
2025-11-22,1286.8364848636168,1359.588247034006,-73.18223460827656,0.43047243788743267
2025-11-23,1290.9056657374394,1359.6104415388045,-70.7467606126642,2.0419848112992502
2025-11-24,1387.659292442939,1359.6326360436026,33.00400635394701,-4.977349954610541
2025-11-25,1385.417776944728,1359.6548305484012,26.118733001965925,-0.35578660563895315
2025-11-26,1392.3636825624394,1359.6770250531995,23.18650487607245,9.50015263316752
2025-11-27,1388.3579714876919,1359.699219557998,26.784804975488925,1.8739469542049347
2025-11-28,1387.1863947993431,1359.7214140627966,34.83494601315114,-7.3699652766045185
