ds,yhat,trend,weekly,diwali
2025-10-20,771.6813283846249,740.2772481719435,32.87717270789566,-1.473092495214232
2025-10-21,777.1407436324952,740.267864294565,32.00614184781863,4.866737490111517
2025-10-22,768.916874704546,740.2584804171865,27.257882459239774,1.4005118281196967
2025-10-23,760.3368706713086,740.2490965398081,21.71335116696724,-1.6255770354667176
2025-10-24,772.604358781829,740.2397126624296,27.755463386353,4.609182733046328
2025-10-25,674.0261894888839,740.230328785051,-72.020361900416,5.816222604248892
2025-10-26,669.6820361926588,740.2209449076726,-69.58964966813782,-0.9492590468759342
2025-10-27,763.7721792446597,740.2115610302941,32.87717270796999,-9.31655449360443
2025-10-28,759.6929530521116,740.2021771529156,32.00614184790817,-12.515365948712112
2025-10-29,765.8956374512331,740.1927932755372,27.257882459242097,-1.5550382835460543
2025-10-30,770.3257102937487,740.1834093981587,21.713351167034073,8.428949728555855
2025-10-31,770.1425932259273,740.1740255207802,27.75546338636017,2.2131043187868715
2025-11-01,667.5799936389297,740.1646416434016,-72.02036190044505,-0.5642861040268088
2025-11-02,674.6779451834204,740.1552577660232,-69.58964966839918,4.112337085796393
2025-11-03,772.9689465838437,740.1458738886448,32.87717270796236,-0.05410001276350304
2025-11-04,771.863090440486,740.1364900112662,32.006141847874744,-0.2795414186550723
2025-11-05,774.5950252910534,740.1271061338878,27.25788245923267,7.210036697932918
2025-11-06,764.8354576308608,740.1177222565093,21.713351167024612,3.0043842073268796
2025-11-07,765.7095014725278,740.1083383791308,27.75546338629271,-2.154300292895772
2025-11-08,669.4106588126307,740.0989545017522,-72.02036190019336,1.3320662110718422
2025-11-09,668.4265324239012,740.0895706243738,-69.58964966836871,-2.073388532103858
2025-11-10,770.6809947307764,740.0801867469954,32.87717270811865,-2.276364724337689
2025-11-11,779.742592067307,740.0708028696168,32.00614184789007,7.665647349800024
2025-11-12,771.3002197455642,740.0614189922384,27.257882459261946,3.980918294063855
2025-11-13,756.7990010002565,740.0520351148599,21.713351166943145,-4.9663852815466285
2025-11-14,768.6594441752973,740.0426512374814,27.75546338629988,0.861329551515964
2025-11-15,669.633052163358,740.0332673601029,-72.02036190022243,1.6201467034776043
2025-11-16,663.6160710185993,740.0238834827244,-69.58964966833824,-6.818162795786764
2025-11-17,767.324762057514,740.014499605346,32.87717270811101,-5.566910255942996
2025-11-18,768.950582432018,740.0051157279674,32.006141847856654,-3.0606751438061277
2025-11-19,763.660024333715,739.995731850589,27.257882459252507,-3.5935899761264722
2025-11-20,764.4034901895413,739.9863479732105,21.71335116697183,2.7037910493590434
2025-11-21,771.8463873555454,739.976964095832,27.755463386157793,4.113959873555563
2025-11-22,666.3150066127324,739.9675802184535,-72.02036190025146,-1.6322117054696264
2025-11-23,671.8807957969858,739.958196341075,-69.58964966820885,1.5122491241196954
2025-11-24,779.4405643548746,739.9488124636966,32.877172707878735,6.614579183299193
2025-11-25,774.4358548933016,739.9394285863181,32.006141847871994,2.490284459111468
2025-11-26,761.4790070919346,739.9300447089396,27.25788245924895,-5.708920076254009
2025-11-27,749.0685286477537,739.9206608315611,21.713351167000514,-12.565483350807899
2025-11-28,759.8299525359207,739.9112769541827,27.755463386164962,-7.836787804426871
