ds,yhat,trend,weekly,diwali
2025-10-20,1396.390512105529,1358.1094845672524,33.00436158466044,5.276665953616232
2025-10-21,1380.3930692108768,1358.1299166245958,26.118792224733482,-3.855639638452621
2025-10-22,1377.5246382514235,1358.1503486819395,23.184912238484053,-3.8106226689999976
2025-10-23,1387.7333389494734,1358.1707807392831,26.78258655045851,2.779971659731734
2025-10-24,1391.9351322690704,1358.1912127966266,34.83319035368123,-1.0892708812373375
2025-10-25,1279.942142664728,1358.2116448539703,-73.17999887234248,-5.0895033168998545
2025-10-26,1292.598872458037,1358.2320769113137,-70.74384407996156,5.110639626684801
2025-10-27,1399.657324297837,1358.2525089686574,33.00436158473353,8.400453744446182
2025-10-28,1380.4380845926673,1358.272941026001,26.11879222483948,-3.9536486581732895
2025-10-29,1376.2293594534872,1358.2933730833445,23.184912238493922,-5.248925868351227
2025-10-30,1392.6885073101548,1358.313805140688,26.78258655053174,7.592115618935253
2025-10-31,1404.7235038963784,1358.3342371980316,34.83319035368538,11.556076344661314
2025-11-01,1290.0525144487187,1358.3546692553753,-73.17999887237478,4.877844065718383
2025-11-02,1286.7305922278829,1358.375101312719,-70.74384408023434,-0.9006650046016379
2025-11-03,1389.1127649547336,1358.3955333700624,33.00436158472104,-2.287130000049682
2025-11-04,1382.9289206108253,1358.4159654274058,26.118792224801616,-1.6058370413820986
2025-11-05,1377.175397618476,1358.4363974847495,23.184912238489172,-4.4459121047626615
2025-11-06,1378.3146865211784,1358.4568295420931,26.78258655052822,-6.924729571442972
2025-11-07,1391.7248004908215,1358.4772615994368,34.83319035361308,-1.5856514622283215
2025-11-08,1285.7461087746065,1358.4976936567803,-73.17999887210456,0.4284139899307589
2025-11-09,1283.8198385355638,1358.5181257141237,-70.74384408020236,-3.954443098357467
2025-11-10,1395.1828783404246,1358.5385577714674,33.00436158487969,3.639958984077522
2025-11-11,1399.2688099358006,1358.558989828811,26.11879222481532,14.59102788217417
2025-11-12,1385.6428674725553,1358.5794218861547,23.184912238494107,3.8785333479063815
2025-11-13,1372.3160381334058,1358.5998539434981,26.78258655041923,-13.066402360511518
2025-11-14,1382.0665240206938,1358.6202860008416,34.833190353617226,-11.386952333764896
2025-11-15,1282.2975610033445,1358.6407180581853,-73.17999887213686,-3.16315818270387
2025-11-16,1285.0613345343083,1358.661150115529,-70.7438440801704,-2.8559715010502096
2025-11-17,1389.8365220190315,1358.6815821728726,33.004361584867205,-1.8494217387082508
2025-11-18,1389.9762168477573,1358.702014230216,26.11879222477746,5.155410392763794
2025-11-19,1389.7178698301068,1358.7224462875595,23.184912238489357,7.810511304057959
2025-11-20,1385.4527334646143,1358.7428783449031,26.782586550454077,-0.07273143074295643
2025-11-21,1388.0539242261611,1358.7633104022468,34.83319035346846,-5.542576529554162
2025-11-22,1286.0328646896312,1358.7837424595905,-73.17999887216916,0.42912110220984395
2025-11-23,1290.1053853030035,1358.804174516934,-70.74384408003579,2.0450548661053114
2025-11-24,1386.8551952079856,1358.8246065742774,33.004361584645075,-4.973772950936725
2025-11-25,1384.610412021228,1358.845038631621,26.11879222479115,-0.353418835184127
2025-11-26,1391.555178409731,1358.8654706889647,23.18491223849192,9.504795482274533
2025-11-27,1387.5462654524865,1358.8859027463084,26.782586550488933,1.877776155689318
2025-11-28,1386.3684103197343,1358.9063348036518,34.8331903534726,-7.371114837390186
